■ 월별 박스오피스,,,,,,,,,,,,
- 조회일: 2023-08-11,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 202301~202306   영화구분: 전체   국적: 전체   지역: 전체 ],,,,,,,,,,,,
,,,,,,,,,,,,
● 2023년 06월,,,,,,,,,,,,
순위,영화명,개봉일,매출액,"매출액
점유율",누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
19,플레인,2023-03-15,338963960,0.004,338963960,36790,36790,358,5350,미국,미국,(주)누리픽쳐스
20,두다다쿵: 후후섬의 비밀,2023-02-15,299084308,0.004,1116887333,33629,123910,291,2516,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
21,똑똑똑,2023-03-08,277827620,0.003,277827620,30852,30852,472,6222,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
22,바다 탐험대 옥토넛 육지수호 대작전 : 열대우림을 지켜라!,2023-02-23,218981600,0.003,509114000,24588,57178,238,2460,영국,영국,와이드 릴리즈(주)
23,아바타: 물의 길,2022-12-14,261402321,0.003,137587973364,21876,10800983,107,1971,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
24,이니셰린의 밴시,2023-03-15,207451193,0.003,207451193,20327,20327,135,2168,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
25,모나리자와 블러드 문,2023-03-22,176026561,0.002,176026561,19836,19836,369,3589,미국,미국,판씨네마(주)
26,다음 소희,2023-02-08,174873055,0.002,1029567271,18330,107659,67,1172,한국,한국,트윈플러스파트너스(주)
27,영웅,2022-12-21,150836869,0.002,32243504281,17581,3266536,177,1377,한국,한국,(주)씨제이이엔엠
28,어메이징 모리스,2023-02-15,144816258,0.002,963712560,16622,109245,249,1214,독일,독일,(주)블루라벨픽쳐스
29,TAR 타르,2023-02-22,152197474,0.002,360919047,15296,35994,66,1013,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
30,탑건: 매버릭,2022-06-22,168665540,0.002,88057840494,14714,8195742,58,1131,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
31,오토라는 남자,2023-03-29,128901133,0.002,128901133,14337,14337,371,2110,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
32,상견니,2023-01-25,137717600,0.002,3585923938,12998,359262,48,1042,대만,대만,"오드,리바이브콘텐츠 주식회사,씨제이 씨지브이(CJ CGV)(주)"
33,리바운드,2023-04-05,112819000,0.001,112819000,12455,12455,21,58,한국,한국,(주)바른손이앤에이
34,애프터썬,2023-02-01,111142549,0.001,454238083,11720,46543,48,939,영국,영국,"그린나래미디어(주),(주)영화사 안다미로"
35,바빌론,2023-02-01,105701547,0.001,2107289409,10279,209876,38,588,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
36,너의 이름은.,2017-01-04,74289889,0.001,30756705100,9566,3810084,46,475,일본,일본,플러스엠 엔터테인먼트
37,꼬마돼지 베이브의 바다 대모험,2023-03-23,80706916,0.001,80706916,9380,9380,319,1173,중국,중국,(주)박수엔터테인먼트
38,해피 투게더,1998-08-22,82380986,0.001,436614106,8721,47222,140,513,홍콩,홍콩,(주)디스테이션
39,6번 칸,2023-03-08,74375984,0.001,77035984,7912,8184,41,694,독일,"독일,핀란드,러시아,에스토니아","(주)싸이더스,스튜디오 에이드"
40,그대 어이가리,2023-03-08,54186194,0.001,61915194,6247,7090,82,874,한국,한국,(주)영화사 순수
41,크리드 3,2023-03-01,61787600,0.001,62865600,6212,6366,156,1959,미국,미국,워너브러더스 코리아(주)
42,틸,2023-03-22,53725200,0.001,53725200,6060,6060,122,1108,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
43,미녀와 야수: 마법에 걸린 왕자,2023-02-22,42855200,0.001,202110400,4327,22439,123,452,러시아,러시아,"(주)인터파크,예지림엔터테인먼트,(주)띵크"
44,샷건 웨딩,2023-03-29,32438200,0,32438200,4320,4320,126,602,미국,미국,"와이드 릴리즈(주),(주)제이앤씨미디어그룹"
45,원피스 필름 레드,2022-11-30,28533954,0,2159957722,3677,202979,28,502,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
46,날씨의 아이,2019-10-30,27743502,0,6117334100,3623,742747,40,346,일본,일본,"플러스엠 엔터테인먼트,(주)미디어캐슬,워터홀컴퍼니(주)"
47,어떤 영웅,2023-03-15,33304524,0,33304524,3591,3591,38,402,프랑스,프랑스,(주)영화사 진진
48,콜 제인,2023-03-08,31369294,0,39584294,3186,4019,70,711,영국,영국,"(주)누리픽쳐스,(주)영화특별시에스엠씨"
49,탄생,2022-11-30,24059800,0,3115921037,3150,345844,8,69,한국,한국,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트"
50,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,31857377,0,11373317307,3018,1100549,33,296,일본,일본,"(주)바이포엠스튜디오,홀리가든"
51,쏜애플 불구경 2022 라이브 콘서트 필름,2023-03-08,58910900,0.001,58910900,2957,2957,10,130,한국,한국,씨제이 씨지브이(CJ CGV)(주)
52,리틀 엘렌: 외계인과 안테나 대소동,2023-03-01,26067894,0,30069894,2798,3275,140,469,덴마크,덴마크,주식회사 블루필름웍스
53,여덟 번째 감각,2023-03-29,20829387,0,20829387,2405,2405,80,355,한국,한국,"(주)플레이그램,(주)영화특별시에스엠씨"
54,엘 카미노,2023-03-29,23679500,0,23679500,2280,2280,33,135,한국,한국,"씨제이 씨지브이(CJ CGV)(주),CGV ICECON"
55,올빼미,2022-11-23,11548800,0,32860420124,2105,3329547,14,73,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
56,라이스보이 슬립스,2023-04-19,17446000,0,17446000,1822,1822,7,11,캐나다,캐나다,판씨네마(주)
57,에어,2023-04-05,15818000,0,15818000,1703,1703,3,7,미국,미국,워너브러더스 코리아(주)
58,장기자랑,2023-04-05,14809000,0,16878000,1604,1841,2,9,한국,한국,(주)영화사 진진
59,찬란한 나의 복수,2023-03-29,12769599,0,12769599,1534,1534,59,208,한국,한국,영화배급협동조합 씨네소파
60,장화신은 고양이: 끝내주는 모험,2023-01-04,14788813,0,7925094269,1509,836554,18,149,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
61,네가 떨어뜨린 푸른 하늘,2023-02-08,7499193,0,308030509,1401,32116,21,86,일본,일본,"메가박스중앙(주),(주)이놀미디어,(주)바이포엠스튜디오"
62,흐르다,2023-03-29,11691797,0,13969797,1390,1735,43,148,한국,한국,M&M 인터내셔널
63,메간,2023-01-25,9023099,0,2331686898,1316,230874,3,21,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
64,차별,2023-03-22,11531398,0,11753398,1264,1298,24,214,한국,한국,(주)디오시네마
65,존 윅 4,2023-04-12,21216000,0,21216000,1248,1248,1,2,미국,미국,(주)레드아이스 엔터테인먼트
66,에브리씽 에브리웨어 올 앳 원스,2022-10-12,11141500,0,3870754829,1237,365046,7,117,미국,미국,워터홀컴퍼니(주)
67,팔로우드,2023-03-22,12051988,0,12051988,1228,1228,51,331,미국,미국,(주)영화사오원
68,어쩌면 우린 헤어졌는지 모른다,2023-02-08,8660500,0,186249566,1206,18336,27,224,한국,한국,(주)영화특별시에스엠씨
69,엘비스,2022-07-13,9686695,0,1098745318,1096,101522,28,176,미국,미국,워너브러더스 코리아(주)
70,루비콘,2023-02-23,7947000,0,15963197,990,1993,5,40,오스트리아,오스트리아,(주)영화사 안다미로
71,"안녕, 소중한 사람",2023-02-08,7534000,0,50992756,930,5892,7,87,프랑스,프랑스,(주)티캐스트
72,수라,2023-06-21,8416000,0,15585000,886,1785,1,10,한국,한국,"스튜디오두마,미디어나무(주),스튜디오 에이드"
73,극장판 전생했더니 슬라임이었던 건에 대하여: 홍련의 인연편,2023-02-02,8837983,0,202097717,827,19711,12,172,일본,일본,(주)애니플러스
74,포커페이스,2023-03-23,7496894,0,7496894,810,810,51,266,미국,미국,"와이드 릴리즈(주),(주)제이앤씨미디어그룹"
75,말없는 소녀,2023-05-31,7197216,0,7432216,753,777,11,41,아일랜드,아일랜드,주식회사 슈아픽처스
76,파리 에펠탑 콘서트,,16903500,0,16903500,702,702,17,52,독일,독일,
77,여섯 개의 밤,2023-03-29,6034599,0,6034599,696,696,34,117,한국,한국,㈜인디스토리
78,중공탈출,,1376000,0,3980000,688,2031,1,16,미국,미국,
79,사요나라,,1304000,0,22721000,652,11253,1,12,미국,미국,
80,상처뿐인 영광,1971-06-26,1286000,0,13108500,643,6537,1,16,미국,미국,
81,스톤 부인의 로마의 봄,,1276000,0,10211000,638,4723,1,16,미국,"미국,영국",
82,컨버세이션,2023-02-23,4931000,0,12509698,634,1535,12,188,한국,한국,필름다빈
83,비긴 어게인,2014-08-13,5534500,0,27399700941,626,3475280,12,38,미국,미국,판씨네마(주)
84,프로메어,2022-10-20,6396392,0,239598359,602,21688,2,30,일본,일본,(주)영화사 그램
85,나의 연인에게,2023-03-29,4986500,0,4986500,593,593,26,73,독일,독일,(주)까멜리아이엔티
86,언어의 정원,2013-08-14,4303794,0,536390051,591,80110,12,129,일본,일본,"(주)미디어캐슬,(주)팝엔터테인먼트"
87,디자이닝 우먼,,1174000,0,5621000,587,2808,1,16,미국,미국,
88,애니씽 고즈: 라이브 인 런던,2023-03-08,10376500,0,10376500,585,585,17,139,영국,영국,(주)위즈온센
89,서부삼형제,,1106000,0,3824000,553,1864,1,12,미국,미국,
90,라스트 버스,2023-02-09,3123500,0,20945091,524,2686,7,114,영국,영국,주식회사 블루필름웍스
91,7인의 신부,1972-12-24,1028000,0,18216500,514,9046,1,16,미국,미국,
92,다이얼 M을 돌려라,,1027000,0,15203000,511,7231,1,16,미국,미국,
93,플레이타임,,3741000,0,7708000,501,1019,1,3,프랑스,"프랑스,이탈리아",
94,극장판 주술회전 0,2022-02-17,5435965,0,6628272858,499,664565,1,27,일본,일본,(주)대교 미디어콘텐츠사업본부
95,불멸의 여자,2023-04-05,4419000,0,4419000,491,491,2,3,한국,한국,"(주)드림팩트엔터테인먼트,(주)아크메"
96,카르멘,,13039000,0,27738000,487,1032,15,71,독일,독일,
97,성스러운 거미,2023-02-08,4322500,0,97456542,482,10311,12,105,덴마크,"덴마크,독일,스웨덴,프랑스",판씨네마(주)
98,와일드 인 더 컨츄리,,952000,0,3813000,476,1879,1,16,,,
98,헤어질 결심,2022-06-29,5072400,0,19675967278,476,1897506,3,38,한국,한국,(주)씨제이이엔엠
100,명탐정 필립,,892000,0,4362000,446,1656,1,12,미국,미국,
101,잃어버린 순간,,880000,0,2454000,440,1227,1,12,미국,미국,
101,목로주점,,880000,0,9267000,440,4529,1,8,프랑스,프랑스,
103,해녀,,839000,0,5996000,417,2702,1,12,미국,미국,
104,물망초,,807000,0,13205000,401,5913,1,12,한국,한국,
105,밀회,,786000,0,10724000,393,5235,1,12,영국,영국,
106,"블루 서멀, 같은 하늘을 보고 싶어",2023-03-29,3039823,0,3039823,325,325,61,158,일본,일본,(주)박수엔터테인먼트
107,로보카폴리 안전교실 교통편,2022-09-19,1944000,0,39636000,324,6604,2,9,한국,한국,(주)로이비쥬얼
108,메데아,,8212900,0,8212900,315,315,7,24,미국,미국,
108,어바웃 타임,2013-12-05,3099500,0,25315951800,315,3449780,11,32,영국,영국,유니버설픽쳐스인터내셔널 코리아(유)
110,안나 카레니나,2018-06-29,2569000,0,72978900,312,5711,13,31,한국,한국,(주)비프로
111,그 여름 가장 조용한 바다,2004-08-13,2902000,0,44098034,303,6169,1,8,일본,일본,"(주)영화사 진진,(주)스폰지이엔티"
112,더 배트맨,2022-03-01,3082398,0,9349058992,298,905220,11,40,미국,미국,워너브러더스 코리아(주)
112,이장,2020-03-25,606000,0,43070040,298,5629,1,62,한국,한국,㈜인디스토리
114,토니 타키타니,2005-09-22,2662000,0,80235000,283,11984,1,5,일본,일본,스폰지
115,윌로씨의 휴가,,2013000,0,4324000,281,633,1,3,프랑스,프랑스,
116,별의 목소리 X 초속5센티미터,,2000397,0,15168184,279,1771,5,57,일본,일본,(주)미디어캐슬
117,교섭,2023-01-18,2702899,0,17461011740,277,1721111,4,20,한국,한국,플러스엠 엔터테인먼트
118,오션스 일레븐,,552000,0,5427000,276,2438,1,8,미국,미국,
119,유령,2023-01-18,2475599,0,6760477879,266,664098,4,34,한국,한국,(주)씨제이이엔엠
120,블라스트: 폭탄제거반,2023-03-16,1600000,0,1600000,264,264,5,16,프랑스,프랑스,주식회사 풍경소리
121,나의 아저씨,,1884000,0,5359000,263,749,1,3,프랑스,"프랑스,이탈리아",
122,페르시아어 수업,2022-12-15,1759599,0,161450667,260,17490,2,30,러시아,러시아,(주)영화사 진진
123,단순한 열정,2023-02-01,1903500,0,46851290,254,5338,4,38,프랑스,프랑스,(주)영화사 진진
124,큐어,2022-07-06,2393000,0,264413969,247,25372,2,22,일본,일본,M&M 인터내셔널
125,원더,2017-12-27,1356000,0,2062913729,226,271439,1,2,미국,미국,"CGV아트하우스,그린나래미디어(주)"
126,꽃다발 같은 사랑을 했다,2021-07-14,2148000,0,377717310,224,39811,1,6,일본,일본,"(주)리틀빅픽쳐스,(주)레드로버"
127,항거:유관순 이야기,2019-02-27,1926900,0,9293982001,221,1158248,44,75,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
128,"열차 안의 낯선 자들, 의혹의 전망차",,418000,0,24576700,209,4823,1,12,미국,미국,
129,트래픽,,1414000,0,3095000,206,455,1,3,이탈리아,"이탈리아,프랑스",
130,사랑에 관한 짧은 필름,1995-10-14,1965000,0,7938000,203,1018,1,16,폴란드,폴란드,(주)영화사 안다미로
131,스위치,2023-01-04,2400000,0,4014409694,200,422310,1,4,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
132,라 트라비아타,,5380900,0,5380900,194,194,6,19,미국,미국,
133,울지마 엄마,2023-05-17,1728000,0,1728000,192,192,1,1,한국,한국,주식회사 원더스튜디오
134,"조제, 호랑이 그리고 물고기들",2004-10-29,1722000,0,524885636,179,76198,1,4,일본,일본,"(주)디스테이션,(주)프레인글로벌,(주)스폰지이엔티"
135,엘 시드,1971-09-21,350000,0,23032790,175,12772,1,4,미국,"미국,이탈리아,영국",
136,인생은 아름다워,2022-09-28,865000,0,10899455019,173,1171821,1,1,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
137,초속5센티미터,2007-06-21,1328598,0,288149629,172,47843,9,51,일본,일본,"(주)미디어캐슬,대원디지털엔터테인먼트,(주)팝엔터테인먼트"
138,폼페이 최후의 날,1976-01-31,338000,0,13493000,169,6701,1,6,이탈리아,"이탈리아,스페인,서독",
139,엄마의 땅: 그리샤와 숲의 주인,2023-01-25,1229000,0,71967389,168,7798,5,53,한국,한국,(주)더쿱디스트리뷰션
140,피터 본 칸트,2023-02-15,1142700,0,11486796,167,1324,7,53,프랑스,프랑스,(주)드림팩트엔터테인먼트
141,그늘과 양지,,330000,0,3534000,165,1762,1,9,미국,미국,
142,너와 나,,1304000,0,4312000,163,539,1,1,한국,한국,
142,왕과 나,,326000,0,11251000,163,5254,1,4,미국,미국,
144,신사협정,,310000,0,3655000,155,2004,1,9,미국,미국,
145,기예르모 델토로의 피노키오,2022-11-23,1465700,0,58555500,154,6354,5,29,미국,미국,씨제이 씨지브이(CJ CGV)(주)
146,당나귀 EO,,1503196,0,4759996,147,449,10,12,폴란드,"폴란드,영국,이탈리아",찬란
147,굿바이 마이 라이프,,290000,0,3196000,145,1543,1,9,미국,미국,
148,존 윅 - 리로드,2017-02-22,770696,0,2232477797,144,279598,17,31,미국,미국,"와이드 릴리즈(주),(주)제이앤씨미디어그룹"
149,라스트 필름 쇼,2023-04-12,1278000,0,1278000,142,142,1,1,인도,"인도,프랑스,미국","주식회사 블루필름웍스,(주)버킷스튜디오"
149,시맨틱 에러: 더 무비,2022-08-31,2098000,0,660381000,142,59615,1,1,한국,한국,주식회사 왓챠
151,존 윅,2015-01-21,755198,0,962395916,141,122451,17,31,미국,미국,"와이드 릴리즈(주),(주)제이앤씨미디어그룹,(주)나이너스엔터테인먼트"
152,스트레이트 스토리,2001-11-30,885000,0,3200000,140,588,1,16,프랑스,프랑스,"주식회사 블루필름웍스,(주)버킷스튜디오"
153,러브레터,1999-11-20,1310000,0,1143558317,139,141368,1,7,일본,일본,"주식회사 왓챠,와이드 릴리즈(주),(주)제이앤씨미디어그룹,(유)조이앤시네마,(주)팝엔터테인먼트"
154,이마 베프,2023-02-01,1059000,0,47419489,136,4663,5,27,프랑스,프랑스,(주)무비다이브
154,노인과 바다,,272000,0,8143500,136,4052,1,8,미국,미국,
156,여름날 우리,2021-08-25,1675000,0,375846720,134,41558,1,5,중국,중국,"(주)바이포엠스튜디오,찬란,메가박스중앙(주)"
156,플로리다 프로젝트,2018-03-07,1742000,0,804894600,134,96177,1,1,미국,미국,오드
158,싸이코,,315000,0,73246026,133,10625,1,8,미국,미국,(주)영화사 안다미로
159,축제일,,879000,0,3847500,132,610,1,3,프랑스,프랑스,
160,살인에 관한 짧은 필름,1997-07-05,1195000,0,5929000,129,735,1,13,폴란드,폴란드,(주)영화사 안다미로
160,떨,,1548000,0,1548000,129,129,1,1,한국,한국,(주)액티버스엔터테인먼트
162,대해적,,381000,0,14248000,127,6749,1,6,미국,미국,
163,사랑의 고고학,2023-04-12,1008000,0,1752000,126,219,1,1,한국,한국,"(주)맑은시네마,(주)엣나인필름"
164,플립,2017-07-12,1174500,0,2857935130,125,359128,11,32,미국,미국,(주)팝엔터테인먼트
165,평원아,,375000,0,1877500,124,868,1,6,미국,미국,
166,애천,,310000,0,7405000,118,3689,2,10,,,
167,정직한 후보2,2022-09-28,928000,0,8447067162,116,899800,1,1,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
168,부운,,1124000,0,7036000,113,1106,1,2,일본,일본,
168,콰이강의 다리,1962-11-03,351000,0,26221500,113,13013,1,6,미국,미국,
170,클로즈,2023-05-03,970000,0,10622295,111,1056,2,3,벨기에,"벨기에,네덜란드,프랑스","찬란,(주)하이스트레인저"
171,졸업,1971-06-19,623800,0,48223166,107,6564,4,30,미국,미국,시네마 뉴원
171,애꾸눈 잭,,214000,0,18114000,107,9062,1,10,미국,미국,
173,"구름의 저편, 약속의 장소",2017-02-28,740199,0,60850588,106,9046,4,43,일본,일본,"(주)미디어캐슬,(주)삼지애니메이션"
174,말 없는 사나이,,333000,0,16267000,105,7246,1,6,미국,미국,
175,하이 눈,,314000,0,23053500,104,11029,1,8,미국,미국,
176,양자경의 더 모든 날 모든 순간,2022-11-23,1109000,0,312182359,102,29323,1,9,미국,미국,워터홀컴퍼니(주)
176,거울 속 외딴 성,2023-04-12,918000,0,918000,102,102,1,1,일본,일본,워터홀컴퍼니(주)
176,미싱타는 여자들,2022-01-20,21099,0,90431819,102,11316,1,2,한국,한국,(주)영화사 진진
176,"동물, 원",2019-09-05,10101,0,26151481,102,3757,1,2,한국,한국,(주)시네마달
180,"안녕, 나의 소울메이트",2017-12-07,1127000,0,201839300,100,25726,1,4,홍콩,홍콩,(주)나이너스엔터테인먼트
181,광대: 소리꾼,2022-02-24,891000,0,151339770,99,19500,1,1,한국,한국,트윈플러스파트너스(주)
182,론 레인저,,297000,0,2393000,98,1759,1,8,미국,미국,
183,존 윅 3: 파라벨룸,2019-06-26,475822,0,8235295180,96,1007479,15,26,미국,미국,"와이드 릴리즈(주),(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
183,트윈,2023-02-08,600000,0,92120242,96,10576,1,6,핀란드,핀란드,(주)스튜디오디에이치엘
183,낭만 캠퍼스,,1138000,0,1138000,96,96,2,6,한국,한국,(주)콘텐츠윙
186,살수,2023-02-22,699000,0,42416765,94,4600,5,20,한국,한국,"TCO(주)더콘텐츠온,와이드 릴리즈(주),(주)제이앤씨미디어그룹"
187,이중노출,,285000,0,663000,93,154,1,6,미국,미국,
188,나는 결백하다,,182000,0,13476500,91,5957,1,9,미국,미국,동양물산
188,슬픔이여 안녕,,182000,0,9126000,91,4524,1,9,미국,미국,
188,요요,,593000,0,593000,91,91,1,2,프랑스,프랑스,
188,티파니에서 아침을,2011-08-26,187000,0,127694700,91,28528,1,9,미국,미국,주식회사 마운틴픽쳐스
188,왕자 호동,,182000,0,5810000,91,2545,1,9,한국,한국,
193,퍼레이드,,596000,0,1403000,90,181,1,3,프랑스,"프랑스,스웨덴",
193,위대한 카루소,,180000,0,6012000,90,2971,1,9,미국,미국,
195,수프와 이데올로기,2022-10-20,627000,0,79162050,89,8676,1,5,한국,한국,(주)엣나인필름
195,라라랜드,2016-12-07,871000,0,31083251508,89,3767417,1,5,미국,미국,판씨네마(주)
197,인목대비,,176000,0,7710000,88,3845,1,9,한국,한국,
198,하녀,1960-11-03,179000,0,41515000,87,9940,1,9,한국,한국,
199,감각의 제국 감독판,,824000,0,16094000,86,1922,1,4,프랑스,프랑스,
199,애정의 쌀,,172000,0,3454000,86,1712,1,6,이탈리아,이탈리아,
201,달콤 쌉사름한 초콜릿,,2687200,0,19418300,85,629,14,15,영국,영국,
202,뮤직맨,,168000,0,2091000,84,1033,1,6,미국,미국,
203,반짝다큐페스티발 섹션 5,,744000,0,744000,83,83,1,1,한국,한국,
204,왕자와 무희,,246000,0,10269000,82,4922,1,6,미국,"미국,영국",
205,항해자,,542000,0,720000,80,115,1,2,미국,미국,
205,해길랍,2021-03-31,890000,0,123371088,80,13918,1,4,기타,기타,오드
207,민족,2023-03-01,250000,0,250000,79,79,4,34,한국,한국,주식회사 씨엠닉스
208,한산 리덕스,2022-11-16,1014000,0,170273176,78,19392,1,1,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
209,愛憎,,231000,0,10125500,77,4940,1,6,미국,미국,
210,"가장 따뜻한 색, 블루",2014-01-16,688000,0,423296800,76,55649,1,1,프랑스,프랑스,판씨네마(주)
210,삼등과장,,228000,0,4405000,76,2175,1,6,한국,한국,
212,시집가는 날,1957-02-11,225000,0,3226000,75,2106,1,8,한국,한국,
213,여기도 사람 있어요,2023-03-01,662000,0,662000,74,74,2,21,한국,한국,김충길 필름
214,메모리아,2022-12-29,595000,0,74845939,72,7834,2,8,기타,기타,찬란
215,구혼자,,452000,0,452000,70,70,1,2,프랑스,프랑스,
215,궁지에 몰린 쥐는 치즈 꿈을 꾼다,2023-02-08,575899,0,35734752,70,3208,4,36,일본,일본,홀리가든
217,세계를 그대 품안에,,138000,0,25857000,69,12791,1,9,미국,미국,
217,사랑방 손님과 어머니,,216000,0,9147500,69,4506,1,6,한국,한국,
217,스톰 보이,2023-02-16,419000,0,18533896,69,2211,4,46,호주,호주,주식회사 블루필름웍스
220,본즈 앤 올,2022-11-30,606000,0,659874147,68,62773,1,8,미국,미국,워너브러더스 코리아(주)
221,우연과 상상,2022-05-04,633000,0,260338440,67,26442,1,6,일본,일본,"그린나래미디어(주),(주)영화사 안다미로"
221,"지금, 만나러 갑니다",2005-03-25,653000,0,1143643400,67,180591,1,3,일본,일본,"(주)디스테이션,(주)엔케이컨텐츠,롯데쇼핑㈜롯데엔터테인먼트"
223,마침내 안전!,,420000,0,732000,65,117,1,2,미국,미국,
224,검은 수선화,,192000,0,15027500,63,7002,1,6,영국,영국,
225,마음의 등불,,186000,0,8532000,62,4205,1,6,미국,미국,
225,반짝다큐페스티발 섹션 7,,549000,0,549000,62,62,1,1,한국,한국,
227,이태석,2022-12-29,128000,0,48973396,60,5941,1,14,한국,한국,"THE 픽쳐스,주식회사 블루필름웍스"
228,반짝다큐페스티발 섹션 8,,528000,0,528000,59,59,1,1,한국,한국,
228,레미제라블,2012-12-19,583500,0,43186149500,59,5938856,2,6,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
230,반짝다큐페스티발 섹션 4,,510000,0,510000,58,58,1,1,한국,한국,
231,몽상가들,2005-03-25,481000,0,301322204,55,43179,1,9,프랑스,프랑스,"찬란,오드"
231,블랙 팬서: 와칸다 포에버,2022-11-09,565096,0,22206623699,55,2105988,6,24,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
233,식은 죽 먹기,,354000,0,488000,54,82,1,2,미국,미국,
234,사랑이 뭘까,2020-04-09,529000,0,46870480,53,5245,1,2,일본,일본,(주)엣나인필름
235,나의 이웃 히틀러,2023-03-30,292000,0,292000,52,52,5,6,이스라엘,"이스라엘,콜롬비아,폴란드",주식회사 루믹스미디어
235,마티아스와 막심,2020-07-23,404000,0,113396420,52,12623,1,1,캐나다,캐나다,(주)엣나인필름
237,황금광 시대,1990-02-17,340000,0,11688000,51,3065,1,2,미국,미국,(주)엣나인필름
238,공민정 배우 단편선,,379000,0,379000,50,50,1,1,한국,한국,
239,야간문,,98000,0,5372000,49,2615,1,6,프랑스,프랑스,
240,밤쉘: 세상을 바꾼 폭탄선언,2020-07-08,288000,0,1546813340,48,182414,1,1,미국,"미국,캐나다",(주)홈초이스
240,마담 보바리,,101000,0,4324000,48,1641,1,6,미국,미국,
242,카메라를 멈추면 안 돼! 프랑스에서도,2023-02-15,296000,0,14312697,46,1506,3,23,프랑스,프랑스,"(주)까멜리아이엔티,주식회사 제이씨엔터웍스"
243,정복의 길,,90000,0,711000,45,353,1,4,미국,미국,
244,무한궤도 (가면속의 거짓말),2023-03-29,440000,0,440000,44,44,1,1,한국,한국,스마일픽쳐스
244,반짝다큐페스티발 섹션 9,,396000,0,396000,44,44,1,1,한국,한국,
244,데스티네이션 도쿄,,88000,0,3301000,44,1648,1,4,미국,미국,
247,나는 마을 방과후 교사입니다,2023-01-11,302000,0,14866599,42,1617,3,25,한국,한국,(주)스튜디오그레인풀
247,극장판 소드 아트 온라인 -프로그레시브- 짙은 어둠의 스케르초,2022-11-10,327000,0,234832900,42,21296,2,8,일본,일본,(주)애니플러스
249,천룡팔부: 교봉전,2023-01-25,411000,0,211184266,41,24394,3,21,홍콩,홍콩,(주)팝엔터테인먼트
249,수상한 그녀,2014-01-22,205000,0,62721621849,41,8660801,1,1,한국,한국,(주)씨제이이엔엠
249,자크 타티 회고전 - 자크 타티 단편선,,276000,0,276000,41,41,1,1,프랑스,프랑스,
249,400번의 구타,2016-04-13,391000,0,50462696,41,6117,2,9,프랑스,프랑스,"(주)엣나인필름,㈜영화사 백두대간"
249,로제타,2019-05-23,374000,0,41949950,41,5527,1,5,프랑스,"프랑스,벨기에",찬란
254,연평해전,2015-06-24,280000,0,45570305830,40,6045393,1,2,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
254,길고 긴 여름날,,80000,0,6630000,40,3285,1,6,미국,미국,
256,독수리는 다시난다,,78000,0,859000,39,419,1,6,미국,미국,
256,혜옥이,2022-12-08,258000,0,13158099,39,1521,4,27,한국,한국,(주)트리플픽쳐스
256,세비야의 이발사,,1109700,0,1109700,39,39,5,6,영국,영국,
256,애인과 정부,,78000,0,684000,39,342,1,6,미국,미국,
260,재춘언니,2022-03-31,324000,0,36387500,38,5773,1,1,한국,한국,(주)시네마달
260,블루 재스민,2013-09-25,330000,0,1061202500,38,144898,1,10,미국,미국,(주)인벤트스톤
262,이오지마의 영웅,,74000,0,2502000,37,1251,1,6,미국,미국,
263,삶과 죽음의 문제,,72000,0,5190000,36,2131,1,6,영국,영국,
263,이어지는 땅,,180000,0,1300000,36,176,1,1,한국,한국,
265,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,2021-12-09,263000,0,426629000,34,40169,2,11,일본,일본,(주)애니플러스
266,반짝다큐페스티발 섹션 6,,297000,0,297000,33,33,1,1,한국,한국,
266,써커스,1990-05-05,207000,0,5339500,33,1112,1,2,미국,미국,(주)엣나인필름
266,로렐과 하디의 외인부대,,216000,0,216000,33,33,1,2,미국,미국,
269,초록밤,2022-07-28,72000,0,22435327,32,2627,1,27,한국,한국,㈜인디스토리
