■ 월별 박스오피스,,,,,,,,,,,,
- 조회일: 2023-08-11,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 202301~202306   영화구분: 전체   국적: 전체   지역: 전체 ],,,,,,,,,,,,
,,,,,,,,,,,,
● 2023년 06월,,,,,,,,,,,,
순위,영화명,개봉일,매출액,"매출액
점유율",누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
198,지옥화,1958-04-20,250000,0,9510500,125,4386,1,9,한국,한국,
201,제3의 사나이,2008-08-09,246000,0,5729000,123,2454,1,9,미국,미국,
202,종착역,,247000,0,18364000,121,8798,1,9,미국,"미국,이탈리아",
202,흐르다,2023-03-29,828500,0,27442597,121,3391,6,38,한국,한국,M&M 인터내셔널
204,레드슈즈,2019-07-25,746000,0,6122220217,120,821218,2,2,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
204,멍뭉이,2023-03-01,840000,0,1829431386,120,196023,1,1,한국,한국,(주)키다리스튜디오
204,부활,2020-07-09,960000,0,194698750,120,24360,1,1,한국,한국,(주)중헌홀딩스
204,불타는 전장,,362000,0,4117500,120,1987,1,6,미국,미국,
208,패티코트 작전,,243000,0,5188000,119,2536,1,9,미국,미국,
209,케인호의 반란,,232000,0,9193000,116,4625,1,9,미국,미국,
209,모니카와의 여름,2013-07-04,764000,0,6933000,116,916,1,2,스웨덴,스웨덴,㈜영화사 백두대간
211,종각,,226000,0,3957000,113,1976,1,9,한국,한국,
211,킹 오브 프리즘 올 스타즈 -프리즘 쇼☆베스트10-,2020-04-02,1038100,0,110402103,113,13604,4,7,일본,일본,동우에이앤이(주)
211,하이큐!! 승자와 패자,2016-12-28,1356000,0,392982997,113,54757,1,1,일본,일본,"(주)이수C&E,(주)팝엔터테인먼트"
214,내 친구의 집은 어디인가,1996-08-17,827000,0,13315000,112,1824,2,4,이란,이란,
214,무법지대,,339000,0,5843000,112,2838,1,6,미국,미국,
214,미라클 워커,,224000,0,3892000,112,1946,1,8,미국,미국,
217,가디언즈 오브 갤럭시,2014-07-31,1155800,0,11399683084,111,1345257,1,8,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
218,아이 캔 스피크,2017-09-21,220000,0,25555032986,110,3284067,1,14,한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스"
218,이장,2020-03-25,990000,0,44060040,110,5739,1,1,한국,한국,㈜인디스토리
220,빈 필하모닉 정기연주회: 크리스티안 틸레만,,2725000,0,2725000,109,109,12,39,독일,독일,
220,윈체스터 73,,330000,0,2703500,109,1284,1,6,미국,미국,
222,아바타: 물의 길,2022-12-14,986195,0,137647702899,108,10805065,2,10,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
222,아버지의 마음,2023-07-20,972000,0,972000,108,108,1,1,한국,한국,"(주)드림팩트엔터테인먼트,파이오니아21"
224,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,1138000,0,23461577086,107,2736686,1,6,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
225,고스트타운의 결투,,217000,0,11554500,106,5742,1,6,미국,미국,
226,낭만적 공장,2023-04-19,975000,0,12706155,105,1335,9,30,한국,한국,(주)영화사오원
227,전망좋은 방,1989-06-24,946000,0,100135780,104,15732,1,12,영국,영국,알토미디어(주)
227,유전,2018-06-07,1031000,0,1599559478,104,181581,1,4,미국,미국,(주)팝엔터테인먼트
229,페이퍼 스파이더스,2023-05-18,840326,0,840326,102,102,7,53,미국,미국,주식회사 블루필름웍스
229,김최용준: 長RE전,,918000,0,918000,102,102,1,1,한국,한국,
231,흐르다,,675000,0,2242000,99,377,1,2,일본,일본,
232,해피 투게더,1998-08-22,672000,0,507804125,98,54434,2,20,홍콩,홍콩,(주)디스테이션
233,개를 훔치는 완벽한 방법,2014-12-31,576000,0,2333132565,96,307091,2,2,한국,한국,"(주)리틀빅픽쳐스,(주)대명문화공장"
234,빈 필하모닉 정기연주회: 안드리스 넬슨스,,2299500,0,2299500,94,94,12,38,독일,독일,
235,울려고 내가 왔던가,,285000,0,2413000,93,397,1,6,한국,한국,
236,여섯 개의 밤,2023-03-29,558500,0,15038597,92,1796,5,48,한국,한국,㈜인디스토리
236,나이아가라,,279000,0,18849000,92,9109,1,6,미국,미국,
236,수집가,,913000,0,17173200,92,1889,1,5,프랑스,프랑스,(주)영화사 안다미로
239,안녕하세요,2022-05-25,182000,0,186447360,91,25541,1,9,한국,한국,(주)디스테이션
239,"어쩌다 공주, 닭냥이 왕자를 부탁해!",2022-09-08,546000,0,387143280,91,41140,2,2,프랑스,프랑스,(주)팝엔터테인먼트
239,지옥의 영웅들,,276000,0,7360000,91,3533,1,6,미국,미국,
242,흑인 오르페,,176000,0,7607000,88,3643,1,6,브라질,"브라질,프랑스,이탈리아",
242,로빈 훗의 모험,,264000,0,5248000,88,2564,1,6,미국,미국,
242,고고다이노 극장판: 얼음공룡의 비밀,2022-10-05,451000,0,494349813,88,54231,1,8,한국,한국,"(주)넥스트엔터테인먼트월드(NEW),(주)블루라벨픽쳐스"
245,육사오(6/45),2022-08-24,614000,0,19791780880,87,1980856,1,1,한국,한국,"(주)홈초이스,(주)싸이더스"
246,분노,2017-03-30,526699,0,245075756,85,30351,3,27,일본,일본,플러스엠 엔터테인먼트
246,욕망이라는 이름의 전차,,260000,0,27846000,85,12163,1,4,미국,미국,
248,캐리 러브콘서트 케이팝,2023-04-20,880300,0,8371100,84,774,5,9,한국,한국,씨제이 씨지브이(CJ CGV)(주)
248,65,2023-04-20,732700,0,121467529,84,12080,25,38,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
250,하워즈 엔드,1993-04-10,756000,0,35473510,83,4364,1,13,영국,영국,알토미디어(주)
251,이스케이프 더 보트,2023-05-26,492000,0,492000,82,82,6,11,이탈리아,이탈리아,(주)박수엔터테인먼트
252,물랑루즈,2001-10-26,581000,0,146573655,81,22683,1,2,미국,미국,"(주)프레인글로벌,이십세기폭스필름코퍼레이션"
252,아제아제 바라아제,1989-03-04,480000,0,756000,81,145,1,1,한국,한국,
252,경마장 가는 길,1991-12-21,484000,0,804000,81,149,1,1,한국,한국,
252,황금팔을 가진 사나이,,541000,0,4778500,81,1959,1,2,미국,미국,
256,롱 플레이스,2023-04-27,480000,0,1588000,80,268,1,10,미국,미국,(주)스튜디오디에이치엘
256,카운트,2023-02-22,500000,0,3772840091,80,397305,5,5,한국,한국,(주)씨제이이엔엠
258,씨받이,1987-03-21,433000,0,2926000,79,1058,1,1,한국,한국,
259,제10회 미쟝센 단편영화제-MSFF PEOPLE 특별상영,2011-06-24,556000,0,821000,77,114,1,1,한국,한국,
260,꼬마돼지 베이브의 바다 대모험,2023-03-23,525000,0,97864844,75,11540,1,3,중국,중국,(주)박수엔터테인먼트
260,카라마조프가의 형제들,,231000,0,12631000,75,5805,1,4,미국,미국,
262,사랑방 손님과 어머니,,222000,0,9369500,74,4580,1,6,한국,한국,
262,바빌론,2023-02-01,699000,0,2113292105,74,210469,1,11,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
262,킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,644328,0,1096937128,74,130814,4,7,일본,일본,"동우에이앤이(주),(주)박수엔터테인먼트"
265,농부의 딸,,144000,0,956000,72,473,1,8,미국,미국,
266,나를 만나는 길,2022-05-12,648000,0,104750300,71,11375,1,3,영국,영국,(주)티캐스트
267,제10회 미쟝센 단편영화제-전년도 수상작,,498000,0,980000,70,154,1,1,한국,한국,
268,베크마이스터 하모니즈,,394000,0,543000,69,97,1,2,독일,"독일,프랑스,헝가리,이탈리아",
269,그린 나이트,2021-08-05,663500,0,269979680,68,29127,1,2,미국,미국,(주)팝엔터테인먼트
270,극장판 기븐,2020-11-26,858000,0,41374790,66,4651,1,1,일본,일본,(주)애니플러스
271,류이치 사카모토: 코다,2018-06-14,780000,0,129505660,65,14940,1,3,일본,일본,주식회사 씨네룩스
271,그대안의 블루,1992-12-25,387000,0,387000,65,65,1,1,한국,한국,
273,극장판 5등분의 신부,2022-09-22,568000,0,672168500,64,62334,1,3,일본,일본,(주)애니플러스
273,남자는 처음을 원하고 여자는 마지막을 원한다,2023-05-18,448000,0,448000,64,64,6,12,한국,한국,(주)스토리제이
275,2퍼센트,2023-04-27,469500,0,2776000,62,423,5,31,한국,한국,시네마 뉴원
276,아키츠 온천,,339000,0,1419000,61,253,1,2,일본,일본,
276,불운의 사랑,,336000,0,895000,61,150,1,1,포르투갈,포르투갈,
276,올드보이,2003-11-21,671000,0,2034184700,61,312729,1,1,한국,한국,"쇼이스트(주),(주)씨제이이엔엠"
276,올리브나무사이로,1997-08-23,423000,0,4284000,61,604,1,2,프랑스,"프랑스,이란",
280,캐리와 슈퍼콜라,2023-01-18,300000,0,1027763819,60,111304,1,1,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
280,여자가 계단을 오를 때,,404000,0,4865000,60,834,1,1,일본,일본,
280,오늘 출가합니다,2023-04-05,397000,0,8873799,60,1012,3,24,한국,한국,(주)트리플픽쳐스
283,어느 가족,2018-07-26,597101,0,1443465801,59,175110,1,4,일본,일본,(주)티캐스트
284,무간도,2003-02-21,574000,0,154785400,58,19868,1,3,홍콩,홍콩,"(주)디스테이션,태창엔터테인먼트(주)"
284,코퍼스 칼로섬,,342000,0,393000,58,67,1,2,캐나다,캐나다,
284,미드소마,2019-07-11,567000,0,817563626,58,89937,1,4,미국,미국,(주)팝엔터테인먼트
287,오즈의 마법사,2012-05-03,177000,0,15804500,57,5432,1,4,미국,미국,주식회사 마운틴픽쳐스
288,라스트 버스,2023-02-09,420000,0,22092091,55,2832,2,22,영국,영국,주식회사 블루필름웍스
288,애프터 양,2022-06-01,490000,0,398499300,55,41195,1,4,미국,미국,"(주)영화특별시에스엠씨,주식회사 왓챠"
290,극장판 검정고무신 : 즐거운 나의 집,2022-10-06,432000,0,219838100,54,24519,1,1,한국,한국,"(주)대교 미디어콘텐츠사업본부,(주)블루라벨픽쳐스"
290,바다 탐험대 옥토넛 : 탐험선 대작전,2022-08-11,378000,0,746779950,54,79200,1,2,영국,영국,와이드 릴리즈(주)
290,언노운 걸,2017-05-03,537000,0,204953900,54,25542,1,3,벨기에,"벨기에,프랑스",오드
293,남매의 여름밤,2020-08-20,317000,0,188021102,52,22716,4,21,한국,한국,그린나래미디어(주)
294,수상한 그녀,2014-01-22,250000,0,62721871849,50,8660851,1,1,한국,한국,(주)씨제이이엔엠
294,마틴 에덴,2020-10-29,338000,0,144660430,50,15754,1,18,이탈리아,이탈리아,알토미디어(주)
294,단순한 이야기,,335000,0,479000,50,66,1,1,프랑스,프랑스,
297,어메이징 모리스,2023-02-15,194000,0,963997160,49,109302,1,7,독일,독일,(주)블루라벨픽쳐스
298,그리고 삶은 계속된다,1998-03-14,339000,0,3266500,48,463,1,1,이란,이란,
298,팔스타프,,1393200,0,1393200,48,48,6,7,미국,미국,
298,엘 카미노,2023-03-29,515000,0,90188000,48,8528,3,5,한국,한국,"씨제이 씨지브이(CJ CGV)(주),CGV ICECON"
298,환상의 마로나,2020-06-11,451000,0,57591960,48,6135,2,5,프랑스,프랑스,찬란
298,엠,2007-10-25,471000,0,2778127500,48,428925,1,7,한국,한국,"(주)엠엔에프씨,영화사청어람(주)"
303,윌마 쇼언에 의한 디드로의 '라무의 조카'(데니스 영 덕분),,259000,0,259000,47,47,1,3,캐나다,캐나다,
304,물로 쓴 이야기,,217000,0,217000,46,46,1,3,일본,일본,
304,폭풍의 언덕,,200000,0,200000,46,46,1,2,일본,"일본,스위스",
306,류이치 사카모토: 에이싱크,,540000,0,12844200,45,1529,1,2,일본,일본,주식회사 씨네룩스
306,엄마의 땅: 그리샤와 숲의 주인,2023-01-25,216500,0,72183889,45,7843,2,15,한국,한국,(주)더쿱디스트리뷰션
308,리오 그란데,,88000,0,13052500,44,4850,1,6,미국,미국,
308,희수,2022-12-15,348000,0,4730500,44,604,1,3,한국,한국,영화사 정원
310,백두산,2019-12-19,258000,0,69831688800,43,8253470,1,1,한국,한국,"(주)씨제이이엔엠,(주)덱스터스튜디오"
310,제10회 미쟝센 단편영화제-각양각색 배우열전 3,,290000,0,550000,43,86,1,1,한국,한국,
312,카페 소사이어티,2016-09-14,407500,0,1064211666,42,128816,1,5,미국,미국,"찬란,CGV아트하우스"
312,딥 엔드,,240000,0,293000,42,52,1,2,영국,"영국,서독",
314,샷건 웨딩,2023-03-29,205000,0,51048300,41,6661,1,1,미국,미국,"와이드 릴리즈(주),(주)제이앤씨미디어그룹"
315,소년 아메드,2020-07-30,364500,0,81780687,40,10417,1,7,프랑스,프랑스,(주)영화사 진진
316,몽고의 란,,78000,0,2699000,39,1347,1,6,프랑스,프랑스,
316,"장화, 홍련",2003-06-13,390000,0,26079000,39,2982,1,8,한국,한국,영화사청어람(주)
316,이유없는 반항,1971-03-26,78000,0,17496500,39,7728,1,6,미국,미국,
316,봄 이야기,,381000,0,20484000,39,2424,1,2,프랑스,프랑스,(주)영화사 안다미로
316,오프닝 나이트,,284000,0,4087000,39,588,1,1,미국,미국,
316,인디아 송,,261000,0,3848000,39,585,1,1,프랑스,프랑스,
316,리피피,2008-08-09,78000,0,4708000,39,1652,1,6,프랑스,프랑스,
323,타임 이즈 업2,2023-05-31,315500,0,315500,37,37,19,19,이탈리아,이탈리아,스튜디오 에이드
323,킹 오브 프리즘 (바이 프리티 리듬),2016-08-11,328028,0,1016311477,37,122435,3,4,일본,일본,(주)박수엔터테인먼트
325,순수의 성,,198000,0,222000,36,41,1,2,멕시코,멕시코,
325,조국은 누구의 것이냐,,72000,0,1566000,36,678,1,6,이탈리아,이탈리아,
325,순응자,2016-01-28,357000,0,49628400,36,6554,1,1,이탈리아,"이탈리아,프랑스,독일","일미디어,㈜영화사 백두대간"
328,영향 아래 있는 여자,,249000,0,4753000,35,672,1,1,미국,미국,
328,수정의 구조,,191000,0,714000,35,115,1,2,폴란드,폴란드,
328,월드시네마2023 잃어버린 시간을 찾아서: 거장들의 다큐멘터리 1,,179000,0,324000,35,62,1,2,기타,기타,
331,중국 여인의 연대기,,187000,0,354000,34,65,1,2,홍콩,"홍콩,프랑스,중국",
331,욕망의 모호한 대상,1999-03-27,238000,0,1034000,34,148,1,1,프랑스,"프랑스,스페인",
331,찬실이는 복도 많지,2020-03-05,306000,0,254127830,34,29674,1,2,한국,한국,찬란
331,시민 노무현,2019-05-23,356000,0,118082090,34,14655,1,1,한국,한국,(주)삼백상회
331,사랑의 행로,,243000,0,2728000,34,448,1,1,미국,미국,
336,선풍을 일으킨 질투,,66000,0,2256000,33,1123,1,6,미국,미국,
336,쓸모 없는 녀석,,154000,0,379000,33,78,1,3,일본,일본,
336,모정,1972-12-09,66000,0,37751000,33,18367,1,6,미국,미국,
336,핵소 고지,2017-02-22,200000,0,1344628900,33,177980,1,1,미국,"미국,호주",판씨네마(주)
340,끝없는,,172000,0,777000,32,125,1,2,폴란드,폴란드,
340,X같은 상사의 연하 와이프,2023-05-03,192000,0,192000,32,32,5,5,한국,한국,(주)씨맥스커뮤니케이션즈
340,아들,2004-02-20,290000,0,6972000,32,1148,1,4,프랑스,"프랑스,벨기에",(주)동숭아트센터
343,월드시네마2023 잃어버린 시간을 찾아서: 거장들의 다큐멘터리 2,,164000,0,258000,31,49,1,2,프랑스,프랑스,
343,아내여 장미처럼,,205000,0,1694000,31,322,1,1,일본,일본,
343,장한몽,,62000,0,5308000,31,2654,1,6,한국,한국,
346,헌트,2022-08-10,210000,0,44601068153,30,4352420,1,1,한국,한국,플러스엠 엔터테인먼트
346,지푸라기라도 잡고 싶은 짐승들,2020-02-19,240000,0,5459038460,30,629279,1,1,한국,한국,플러스엠 엔터테인먼트
346,열정의 랩소디,,60000,0,8885000,30,4115,1,6,미국,미국,
346,계엄령,,170000,0,425000,30,81,1,2,일본,일본,
346,탑건: 매버릭,2022-06-22,240000,0,88058080494,30,8195772,1,1,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
346,제복의 처녀,,172000,0,222000,30,39,1,2,독일,독일,
346,셰임,2013-05-09,290000,0,148498400,30,19595,1,2,영국,영국,㈜영화사 백두대간
353,연옥 에로이카,,159000,0,159000,29,29,1,2,일본,일본,
353,만국,,194000,0,3107000,29,512,1,1,일본,일본,
353,경계선,,154000,0,201000,29,38,1,2,영국,영국,
356,콜드 워,2019-02-07,270000,0,233598773,28,28325,1,2,폴란드,폴란드,아이 엠
356,피가 마른다,,166000,0,321000,28,59,1,2,일본,일본,
356,로맨스 빠빠,1960-01-28,57000,0,11684000,28,5783,1,6,한국,한국,
359,브라바도스,,54000,0,14652000,27,7477,1,3,미국,미국,
359,햇빛 속의 모과나무,,138000,0,689000,27,114,1,1,스페인,스페인,
359,쁘띠 마망,2021-10-07,264500,0,150712440,27,16543,1,2,프랑스,프랑스,찬란
359,악의 연대기,2015-05-14,378000,0,17362193332,27,2192552,1,1,한국,한국,(주)씨제이이엔엠
359,보이지 않아,2023-04-19,208500,0,9032491,27,919,3,8,한국,한국,(주)무비다이브
364,겨울 이야기,,248000,0,21781600,26,2646,1,2,프랑스,프랑스,(주)영화사 안다미로
365,가을이야기,,247000,0,24210600,25,2851,1,1,프랑스,프랑스,(주)영화사 안다미로
365,쉘 위 댄스,2000-05-13,220000,0,2597000,25,1155,1,2,일본,일본,
365,세일즈맨,,141000,0,238000,25,44,1,2,미국,미국,
365,송주원 감독 단편선,,207000,0,207000,25,25,1,2,한국,한국,
365,베이비 제인에게 무슨 일이 생겼나,,50000,0,3558000,25,1361,1,6,미국,미국,
365,어떤 여름의 연대기,,140000,0,335500,25,62,1,2,프랑스,프랑스,
365,"안녕, 티라노: 영원히, 함께",2019-08-14,152060,0,1591299289,25,203704,2,18,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
372,여배우의 고백,,132000,0,132000,24,24,1,2,일본,일본,
372,건축가의 배,,131000,0,2274000,24,385,1,1,영국,"영국,이탈리아",
374,신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,150000,0,5002897250,23,678264,1,2,한국,한국,(주)씨제이이엔엠
374,이토록 친밀한 타인(인디스데이),,169000,0,169000,23,23,1,7,한국,한국,
374,북을 울려라,,46000,0,5224000,23,2608,1,3,미국,미국,
377,잇 컴스 앳 나잇,2017-10-19,210000,0,72324418,22,8964,1,2,미국,미국,(주)팝엔터테인먼트
377,탑,2022-11-03,195000,0,57496293,22,6125,2,7,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
377,나의 연인에게,2023-03-29,140000,0,11334898,22,1299,4,10,독일,독일,(주)까멜리아이엔티
377,극장판 뽀로로와 친구들: 바이러스를 없애줘!,2022-12-01,151000,0,1952496500,22,216815,1,2,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
377,송어,1999-11-06,118000,0,151000,22,30,1,1,한국,한국,
382,책 종이 가위,,186000,0,402000,21,48,1,1,일본,일본,(주)디오시네마
