■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2023-08-11,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2023-01-01~2023-06-30   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액,"매출액
점유율",누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
1562,지퍼스 크리퍼스: 리본,2023-02-22,6000,0,6000,1,1,1,1,영국,영국,,(주)누리픽쳐스,15세이상관람가,"공포(호러),스릴러,미스터리",티모 부오렌솔라,피터 브룩
1562,직설적인 과외누나,2023-03-24,1000,0,1000,1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"성인물(에로),멜로/로맨스",이가온,
1562,직장동료 여직원과 호텔숙박3,2023-04-24,6000,0,6000,1,1,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),니시다 류지,
1562,질펀한 마사지 : 남편 없어요,2023-01-25,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",히데키,
1562,질펀한 마사지:대담한 손스킬,2023-01-07,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",디렉터 O,
1562,차가운 아내보다 매력적인 처제,2023-05-25,6000,0,6000,1,1,1,1,한국,한국,(주)코빈커뮤니케이션즈,(주)코빈커뮤니케이션즈,청소년관람불가,성인물(에로),신쥬쿠 조쎈빠이,
1562,창녀를 사랑한 남자,2023-05-19,6000,0,6000,1,1,1,1,한국,한국,파랑새미디어,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",이타치,
1562,처음 젖은 가랑이,2023-01-31,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",버드맨 텟페이,
1562,첫사랑:속궁합이 너무 잘 맞아,2023-05-20,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",코엔지 고로,
1562,청순한연지의은밀한알몸섹스,2023-04-24,1000,0,1000,1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,성인물(에로),김승환,
1562,청순한연지의은밀한알몸섹스-무삭제,2023-06-22,1000,0,1000,1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,성인물(에로),김승환,
1562,초대남:여친에게 바친 대물,2023-06-14,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",토리피,
1562,최면섹스:옆집여자 물 터졌네,2023-05-13,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",사쿠라비토,
1562,최면술사 : 몸이 뜨거워요,2023-02-27,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",사쿠라비토,
1562,출장AS:여기도 고쳐줘요,2023-03-17,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",디렉터 O,
1562,친구 누나:플레이가 죽여줘,2023-05-17,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",나베,
1562,친구 여동생:대담한 손놀림,2023-05-13,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",카오루,
1562,친구부부와 2대2 무삭제,2023-05-15,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),조상훈,
1562,친구에게 빼앗긴 내 애인,2023-03-15,6000,0,6000,1,1,1,1,한국,한국,주식회사 바나나픽쳐스,주식회사 바나나픽쳐스,청소년관람불가,"성인물(에로),드라마",성운아,
1562,친절한 제수씨,2023-03-23,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",버드맨 텟페이,
1562,카페여사장의배달섹스,2023-03-24,1000,0,1000,1,1,1,1,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,성인물(에로),천성준,
1562,커밍아웃 내 여자의 여자,2023-04-14,6000,0,6000,1,1,1,1,한국,한국,파랑새미디어,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",이타치,
1562,켓우먼 섹스 하자냥,2023-05-12,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",카오루,
1562,코바야카와 레이코의 농익은 팬티 아래,2023-06-09,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",타쿠마 신,
1562,쾌락 찾은 며느리,2023-03-23,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",사쿠라비토,미즈타니 아오이
1562,쾌락 찾은 며느리 무삭제판,2023-06-29,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",사쿠라비토,미즈타니 아오이
1562,쾌락의 오피스 아내,2023-05-02,6000,0,6000,1,1,1,1,한국,한국,(주)코빈커뮤니케이션즈,(주)코빈커뮤니케이션즈,청소년관람불가,성인물(에로),신쥬쿠 조쎈빠이,
1562,큰 물건에 잠 못 드는 밤,2023-02-10,6000,0,6000,1,1,1,1,일본,일본,,(주)씨맥스커뮤니케이션즈,청소년관람불가,성인물(에로),드래곤 니시카와,
1562,타임 패러독스,2015-01-07,1000,0,668350408,1,85555,1,1,호주,호주,,(유)조이앤시네마,15세이상관람가,"SF,스릴러","마이클 스피어리그,피터 스피어이그","에단 호크,노아 테일러,사라 스누크"
1562,탐스러운 빚쟁이,2023-06-01,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",버드맨 텟페이,니노미야 와카
1562,탐욕의 장모,2023-02-15,1000,0,1000,1,1,1,1,일본,일본,,(주)픽쳐레스크,청소년관람불가,"성인물(에로),멜로/로맨스",하세가와 쿠니히로,
1562,택배 아저씨 저 팬티 내렸어요,2023-06-28,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",디렉터 O,
1562,터치 바이 터치,2015-04-30,1000,0,201000,1,41,1,1,한국,한국,(주)인피니티엔터테인먼트,나이스플레이(주),청소년관람불가,멜로/로맨스,김호준,"하나경,구지성,김진호,손희순"
1562,토스카,2020-12-01,10000,0,25681900,1,917,1,1,이탈리아,이탈리아,,일미디어,12세이상관람가,공연,,"안나 네트렙코,프란체스코 멜리"
1562,퇴마록,1998-08-15,1000,0,1000,1,1,1,1,한국,한국,(주)폴리비젼,,18세 미만인 자는 관람할 수 없는 등급,"SF,공포(호러),미스터리",박광춘,"신현준,안성기,추상미,최선미,이범수,이기영,김뢰하,오영수"
1562,페로몬 풍기는 며느리 츠바키,2023-01-13,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",사쿠라비토,
1562,펜트하우스 쇼걸 무삭제판,2023-02-10,1000,0,1000,1,1,1,1,한국,한국,핑크하우스TV,엔트리커뮤니케이션즈,청소년관람불가,성인물(에로),에로핑,
1562,폭유 카나의 3인 3섹,2023-02-18,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",버드맨 텟페이,
1562,피팅룸에서 즐기는 스릴섹스,2023-06-14,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",하스시이,
1562,하렘재팬 놀 줄 아는 여자들,2023-04-19,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",쿠와치,
1562,하숙집 : 그녀들의 신음소리 3 무삭제,2023-06-03,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,성인물(에로),조필구,
1562,하숙집 딸내미들,2023-04-27,6000,0,6000,1,1,1,1,한국,한국,(주)이십일세기미디어,(주)이십일세기미디어,청소년관람불가,"성인물(에로),드라마",야신수,
1562,하타노 유이의 대물 수집,2023-03-10,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",이시다 마모루,
1562,하타노 유이의 섹스타임,2023-02-18,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",이시다 마모루,
1562,핫바디 새엄마 욕정 터졌네,2023-04-14,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",히로아키,
1562,해적 디스코왕 되다,2002-06-05,1000,0,1000,1,1,1,1,한국,한국,기획시대(주),A라인,15세관람가,"드라마,코미디",김동원,"서자영,양동근,이정진,김선화,김지훈,임창정,오달수,배성은,유영호,안석환,김인문,정은표,김기천,오창경"
1562,허락한 며느리:단단한게 필요해,2023-02-06,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,성인물(에로),사쿠라비토,
1562,허락한 새엄마:아빠랑 하던 거 해줄게,2023-06-24,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",키무라 히로유키,
1562,허락한 제수씨:친구 몰래 올라탄 밤,2023-06-24,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",나가에,
1562,헌신하는 새엄마,2023-01-07,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",카토 스케로쿠,
1562,헤픈여자 옆집남자가 크다던데,2023-06-09,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",디렉터 O,
1562,형수는 밤손님,,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",버드맨 텟페이,
1562,형수님의 욕정치료,2023-03-23,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,성인물(에로),사쿠라비토,
1562,형수님의 욕정치료 무삭제판,2023-06-29,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,성인물(에로),사쿠라비토,
1562,형수의 능숙한 몸짓,2023-03-23,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",사쿠라비토,
1562,형수의 능숙한 몸짓 무삭제판,2023-06-29,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",사쿠라비토,
1562,형수의 딸: 어차피 남이야,2023-05-12,6000,0,6000,1,1,1,1,한국,한국,(주)담화,(주)담화,청소년관람불가,성인물(에로),김정만,
1562,형수의 탐스러운 속살,2023-05-13,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",사쿠라비토,
1562,혼자 사는 여선배 음란한 자취방,2023-05-19,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",마쓰바라 레몬,
1562,혼자 사는 여자들,2023-01-19,6000,0,6000,1,1,1,1,한국,한국,폭풍의 눈,주식회사 플릭스코,청소년관람불가,"성인물(에로),드라마",한동연,
1562,홍콩 가자!남자를 너무 잘 알아,2023-03-12,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",사쿠라비토,
1562,활짝 벌린 이모님 무삭제판,2023-01-25,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",모소조쿠,오츠키 히비키
1562,흑인에게 미친 여친,2023-06-22,6000,0,6000,1,1,1,1,한국,한국,선셋 시네마,선셋 시네마,청소년관람불가,성인물(에로),이상수,
1562,흑형 : 특별한 영어 수업 무삭제,2023-02-16,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",여석주,
1562,흔들리는 부부들,2023-02-23,6000,0,6000,1,1,1,1,일본,일본,,(주)씨맥스커뮤니케이션즈,청소년관람불가,성인물(에로),,
1562,흠뻑 젖어 속비치는 직장녀들,2023-05-20,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",코엔지 고로,
1562,흠뻑 젖어버린 방,2023-05-24,6000,0,6000,1,1,1,1,일본,일본,,에스팀,청소년관람불가,"성인물(에로),멜로/로맨스",아사기리 키요시,하타노 유이
1562,흠뻑 젖은 과외쌤:터져나온 속살,2023-02-03,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,성인물(에로),히무 롯쿠,
1562,흠뻑젖은 속옷,2023-03-03,6000,0,6000,1,1,1,1,일본,일본,,(주)가온콘텐츠,청소년관람불가,"성인물(에로),멜로/로맨스",버드맨 텟페이,
1562,흥분 잘 하는 미대생 린,2023-01-06,6000,0,6000,1,1,1,1,일본,일본,,(주)영진크리에이티브,청소년관람불가,"성인물(에로),드라마,멜로/로맨스",디렉터 O,
2017,"1975 킬링필드, 푸난",2022-01-27,0,0,318000,0,44,1,1,프랑스,프랑스,,그린나래미디어(주),12세이상관람가,"애니메이션,드라마",드니 도,"베레니스 베조,루이 가렐"
2017,2023 아프리카영화제: 소년들의 거짓말+가나단편선,,0,0,0,0,0,1,4,기타,기타,,,,기타,,
2017,7번방의 기적,,0,0,0,0,0,1,1,인도네시아,인도네시아,,,,"드라마,가족",하눙 브라만티오,
2017,OMG 나의 여친,,0,0,0,0,0,1,1,태국,태국,,,,"코미디,드라마,멜로/로맨스",,
2017,개미와 베짱이,,0,0,16000,0,2,1,4,미국,"미국,기타,영국",,,,다큐멘터리,,
2017,그녀의 이름은 난노,,0,0,0,0,0,1,1,태국,태국,,,,스릴러,,
2017,그레이트 뷰티,2014-06-12,0,0,335411373,0,43565,1,1,이탈리아,"이탈리아,프랑스",,(주)영화사 진진,청소년관람불가,드라마,파올로 소렌티노,토니 세르빌로
2017,기쁜 우리 젊은 날,1987-05-02,0,0,8321500,0,1458,1,2,한국,한국,태흥영화(주),,중학생이상관람가,"드라마,멜로/로맨스",배창호,"안성기,김지영,황신혜,최불암,전무송"
2017,꼬방동네 사람들,1982-07-17,0,0,5252000,0,537,1,2,한국,한국,,,청소년관람불가,드라마,배창호,"김보연,김희라,안성기,홍성민,김지영"
2017,나의 결혼원정기,2005-11-23,0,0,3860195500,0,632553,1,2,한국,한국,튜브픽쳐스(주),롯데쇼핑㈜롯데엔터테인먼트,12세관람가,드라마,황병국,"정재영,수애,유준상,김응수,김지영,정혜영,임찬익,주용재,채수린,장준희,박길수,권태원,김비비"
2017,난장이가 쏘아올린 작은 공,1981-10-17,0,0,1572000,0,717,1,4,한국,한국,한진흥업주식회사,,연소자관람불가,"가족,드라마",이원세,"금보라,김지영,전양자,안성기,이효정,김추련"
2017,내 마음의 풍금,1999-03-27,0,0,3471000,0,1417,1,2,한국,한국,아트힐(주),,모든 관람객이 관람할 수 있는 등급,"멜로/로맨스,드라마",이영재,"이병헌,전도연,이미연,송옥숙,이인철,이대연,김일우,남덕우,김은미,신신애,김동영"
2017,넘버 3,1997-08-02,0,0,620500,0,82,1,1,한국,한국,프리시네마(주),(주)시네마서비스,연소자관람불가,"코미디,액션,범죄",송능한,"한석규,최민식,이미연,안석환,박광정,방은희,송강호,박상면,박성웅,박길수"
2017,달마야 놀자,2001-11-08,0,0,0,0,0,1,1,한국,한국,(주)씨네월드,,12세관람가,코미디,박철관,"박신양,정진영,박상면,이원종,김인문,강성진,김수로,홍경인,이문식,류승수,이대연,이무현,김영헌,임철민,이성근"
2017,달콤한 인생,,0,0,16203000,0,4621,1,1,이탈리아,"이탈리아,프랑스",,,15세관람가,드라마,페데리코 펠리니,"아니타 에크베르그,마르첼로 마스트로얀니"
2017,동주,2016-02-17,0,0,8920845903,0,1176994,1,1,한국,한국,(주) 루스이소니도스,플러스엠 엔터테인먼트,12세이상관람가,드라마,이준익,"강하늘,박정민,김인우,최홍일,김정팔,최희서,신윤주,문성근,최종률,전재형,정운봉,이선주,허욱진,최정헌,윤정일,박명신,한창현,민진웅,정준원,이빛나,박태산"
2017,락 더 카스바,,0,0,0,0,0,1,4,모로코,모로코,,,,기타,,
2017,리골레토,,0,0,35383000,0,2149,1,1,독일,독일,,,12세이상관람가,공연,,루치아노 파바로티
2017,리나에겐 뭔가 특별한 것이 있다,,0,0,0,0,0,1,1,기타,기타,,,,스릴러,,
2017,마이카: 외계에서 온 소녀,,0,0,0,0,0,1,1,베트남,베트남,,,,"어드벤처,코미디,멜로/로맨스",함 트란,
2017,마콩고,,0,0,0,0,0,1,4,기타,기타,,,,다큐멘터리,,
2017,메모리즈,2019-04-25,0,0,68000,0,14,1,1,한국,한국,㈜리필름,㈜리필름,전체관람가,"드라마,가족,판타지",이수성,"이선구,한주영,안민영,고원,김민혁,이승룡,한주영,홍가,김도연"
